business_id,name,latitude,longitude,stars,review_count,categories
u9XTeDl_If4U5Eixl6ys7g,The Foodery,39.9639423223,-75.1405212045,4.0,156,"Nightlife, Food, Delis, Bars, Beer, Wine & Spirits, Restaurants"
VD4Rdyj0tauBckrTYgIcpQ,The Concourse at Comcast Center,39.9547208,-75.1689532,3.0,48,"Restaurants, Food, Shopping Centers, Shopping"
GFBuCSY2jMRzg-E7Zhg1SA,Don Panchito Mexican Grill,40.0693548,-75.0084942,4.0,82,"Halal, Restaurants, Mexican, Steakhouses"
P1DkSlegzHKdxJAXe0QevA,Kumo Hibachi Sushi,39.9571569052,-75.208009522,3.5,39,"Restaurants, Food Delivery Services, Food, Sushi Bars"
tJPaPZwRqFmDSEc8VEx9hA,Cosi,39.95572,-75.1819072,2.0,70,"Food, Sandwiches, Restaurants, Coffee & Tea, Salad"
_9x1oSQghxEPuUeb5NPShw,Fez Moroccon Restaurant,39.9405590859,-75.1458802706,3.0,147,"Bars, Event Planning & Services, Nightlife, Venues & Event Spaces, Restaurants, Hookah Bars, Moroccan"
YAUUdbESr8BYQ_TFgDjT5Q,Tokai Sushi Hibachi Steakhouses,40.0865991051,-75.0379489,4.0,209,"Asian Fusion, Sushi Bars, Japanese, Steakhouses, Restaurants"
PKrOUk8IXuiRWN-z6uR_xw,Village Bar and Kitchen,39.9400552,-75.1509519,4.5,22,"Restaurants, Cocktail Bars, Nightlife, Salad, American (New), Bars, Wine Bars"
ceSjm0nHamTmAd1tWcuDhw,Bread & Butter Philly - Breakfast Junction,40.0797906,-75.1736235982,4.5,22,"Food, American (Traditional), Breakfast & Brunch, Juice Bars & Smoothies, Restaurants"
GUMVStVaJfWmCIpQA4TtHg,Crazy Sushi,39.952045,-75.17167,4.0,550,"Restaurants, Japanese, Sushi Bars"
GmJDCmDhtKbjofeO35yBrw,The Freshworks of Port Richmond,39.97961,-75.117647,4.5,66,"Delis, Salad, Cheesesteaks, Wraps, Restaurants, Sandwiches"
4S_yN5o0EvXvV6GNvesTKw,Sister Muhammad's Kitchen,40.022826208,-75.1590914279,4.0,126,"Restaurants, Halal, American (Traditional), Bakeries, Food, Soul Food"
U09S6VSTWCKteCDa72Td7Q,Watami Sushi & Hibachi,40.103147,-75.0102491,4.5,22,"Restaurants, Japanese, Sushi Bars, Soup, Seafood"
1_BzX6o0O6w_9yx9NczMrg,Wawa,40.0403385055,-75.2234230242,3.5,48,"Food, Restaurants, Delis, Convenience Stores, Sandwiches, Coffee & Tea"
3pbc89Mbi-L7HjuAw-DQfw,Common Grounds Philly,39.9790629,-75.162316,2.5,36,"Breakfast & Brunch, American (Traditional), Food, Soup, Coffee & Tea, Restaurants"
uBDXcXlLR9IuRV1N2m0SPQ,Pho Street,39.9536619,-75.1754204,4.0,150,"Restaurants, Vietnamese"
H4t7YAtaDQ8bKOW452zSaA,Kopi Latte,39.9709602,-75.1274537,4.5,59,"Food, Coffee & Tea, Breakfast & Brunch, Cafes, Restaurants"
IAyHcNx5IHoLf3V4dlgFCw,Pagoda Noodle Cafe,39.9474496788,-75.1439342278,3.0,100,"Restaurants, Food, Specialty Food, Chinese"
pVHbXwsqLxNzAx9rdwy2EA,Marmont Steakhouse & Bar,39.9497397,-75.1445806,3.5,316,"American (Traditional), Steakhouses, Nightlife, Bars, Seafood, Restaurants, Lounges"
Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,39.9466238,-75.1609139,4.5,770,"Beer, Wine & Spirits, Wine Bars, Modern European, American (New), Cheese Shops, Specialty Food, Food, Restaurants, Bars, Nightlife"
5FuQbcHTF_I7PWJzhCMObw,Larry's Steaks,39.9958264,-75.233934,3.0,204,"Cheesesteaks, Sandwiches, Pizza, Restaurants, Delis"
nB9dev-4Wzxo4NHJkQQmUQ,Market on Ninth,39.9378087,-75.1579422,4.5,38,"American (New), Coffee & Tea, Specialty Food, Food, Sandwiches, Restaurants"
1I58IN0Ar5Qd3WnE1smgVg,Pikes Corner,40.066525,-75.158273,3.5,13,"Food, Specialty Food, Seafood, Seafood Markets, Restaurants"
-Or44IdY51Ukd618kikmtA,Federal Donuts,39.9641791314,-75.1494241306,4.0,321,"Restaurants, Donuts, Chicken Wings, Food, Coffee & Tea"
Ugoyu-TIppruxRTkbej3lA,Sole II Soul,40.0286051611,-75.2275279909,2.5,34,"Karaoke, Restaurants, Seafood, American (New), Nightlife, Soul Food"
jLDwSeoQ_kDQwhnUJQO2yw,Sansom Kabob House,39.9432697,-75.1634989,4.0,106,"Soup, Vegetarian, Afghan, Kebab, Indian, Restaurants"
QyWxTsVvvqSEpU1KNblRbQ,Say Cheese,39.9613329598,-75.1550674438,4.0,34,"Restaurants, Food, Sandwiches, Street Vendors"
zBOy9arp97nuwKuTal5Mkg,New Number One Chinese Restaurant,39.9551025,-75.208546,2.5,40,"Chinese, Asian Fusion, Restaurants"
w_JNBcdRer2wZlKMiC4hHA,Flannel,39.9272227151,-75.1663260162,4.5,113,"Southern, American (Traditional), Breakfast & Brunch, Restaurants"
1ENdYUfYzDu9yyI3-MVklA,Boostin' Bowls,40.0261216129,-75.2246050321,4.5,77,"Juice Bars & Smoothies, Acai Bowls, Restaurants, American (New), Food"
3ZynJ94VpIdDlaArmEp2Rg,More Than Just Ice Cream,39.947791,-75.1603392,3.5,239,"Food, Sandwiches, Ice Cream & Frozen Yogurt, Comfort Food, Breakfast & Brunch, Diners, Restaurants, Desserts"
Xkn6vebYLTY1aCe2J07MfA,Heffe,39.963057286,-75.1643311232,2.5,61,"Restaurants, Tacos, Latin American, Mexican, Salad, American (New)"
LfrCUDzg66jncxLvNxBnlg,Bocconcini,39.9453439,-75.1642327,4.5,163,"Gluten-Free, Pizza, Venues & Event Spaces, Italian, Restaurants, Event Planning & Services"
lRbHFOIFuusN2WOR_ypQ_A,Ants Pants Café,39.9451562,-75.179105,4.0,531,"Restaurants, Coffee & Tea, Sandwiches, Desserts, Food, Breakfast & Brunch"
PjknD8uD_0tisZQbomiYoQ,McDonald's,39.9498587626,-75.1695573452,2.0,48,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food"
cXSyVvOr9YRN9diDkaWs0Q,Honey's Sit-N-Eat,39.96399,-75.1444822,4.0,1396,"Southern, Restaurants, American (Traditional)"
H9YalVFugskHF38MfJWT_w,@Ramen,39.950475902,-75.1677184179,2.5,12,"Restaurants, Japanese, Ramen"
6g3pHoyXeMXFC7WD0rbJMA,Happy Panda,40.1013209,-75.0287078,3.0,14,"Chinese, Restaurants"
D5V0Fawd6ODVgqCY8xngsw,Loews Philadelphia Hotel,39.9517461,-75.1602286,3.5,505,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels, Seafood"
x03j48hmv0R7NQcUjD0MQg,Naf Naf Grill,40.0074349,-75.2124437,3.5,78,"Salad, Falafel, Restaurants, Middle Eastern, Mediterranean"
oLuOJ-3q8zJ-mhrwcR28eg,B&B Breakfast and Lunch,40.0353055,-75.173616,3.5,30,"Breakfast & Brunch, Restaurants"
Su_KoRa64akK19myzyK3xA,Tre Scalini Ristorante,39.9262103,-75.1675231,3.5,159,"Restaurants, Italian"
XahxHmkaFOAwXix2VGRAUQ,Richie's,39.9809158,-75.153284,4.5,50,"Food Stands, Restaurants, Sandwiches, Pizza, Burgers, Breakfast & Brunch, Delis, Food, Coffee & Tea"
hWuLvI5QqPyQ1x9ww0HeRw,Giorgio Pizza on Pine,39.9453439,-75.1642327,2.5,19,"Restaurants, Pizza, Italian"
-ATiAtTikuGuqvaW2O6tNA,Marathon,39.9504833638,-75.1673305865,3.5,593,"Sandwiches, American (New), Lounges, Nightlife, Bars, Restaurants, Breakfast & Brunch"
xCXGV3wEvYd4xBGx8ZRFQA,La Va Cafe,39.9449991381,-75.1770997246,3.5,201,"Restaurants, Breakfast & Brunch, Coffee & Tea, Salad, Food, Mediterranean"
Fc_8eLlcq5yy4DzrEeqEaQ,Ken's Seafood Restaurant,39.9551567,-75.1562026,3.0,95,"Seafood, Chinese, Nightlife, Restaurants, Karaoke"
uKAbrDSJJzZliY1Yqu5KxQ,Scannicchio's,39.919346,-75.171033,4.0,187,"Seafood, Italian, Restaurants, Mediterranean"
NwNGKIf_eQwvr6tzFX6eRA,ShopRite of Whitman Plaza,39.9143301122,-75.1531118029,2.5,43,"Food, Grocery, Restaurants, Delis, Bakeries"
WpxcyiUAYYQAnivqz62JtA,3J's Food Market,39.9629932991,-75.1406934857,4.5,46,"Cheesesteaks, Grocery, Delis, Food, Restaurants"
FU6CaKb9hePVMAsXO5W6pw,Aya's Pizza,39.915063,-75.240049,2.5,30,"Restaurants, Food Delivery Services, Pizza, Food"
J6MGQigHItdSlG-3XZ1myA,Bobo's Sports Bar,40.040521,-75.0769374,4.5,36,"Restaurants, Nightlife, Karaoke, Korean, Bars"
REt83ozDeIl6fCYZuAjNrA,Tran's Chinese Food Cart,39.96009,-75.189482,4.0,19,"Chinese, Food Stands, Food, Food Trucks, Restaurants"
D4PD-ZKV06keByyoouJzhg,Mack's Boardwalk Pizza,39.9156866,-75.1640201,3.0,51,"Food, Pizza, Restaurants"
y_JZFlF-4fwSIn4RJ2vMGw,Italiano's,39.917764,-75.1671583,4.5,51,"Desserts, Restaurants, Italian, Food, Ice Cream & Frozen Yogurt"
j_dA2oE0St07hd7bqLKgBg,To-Yo Japanese Restaurant,40.1246991,-75.0155235,4.0,43,"Restaurants, Sushi Bars, Japanese"
D4DZztR7vkbiED6txGUYFg,Red Kings 2 Restaurant,39.9553515,-75.1562283,3.5,68,"Nightlife, Karaoke, Food, Szechuan, Chinese, Restaurants"
AlxnbBd2JNkozNvI0OvRLQ,Murph's Bar,39.9689397,-75.1334333,4.0,315,"Italian, Dive Bars, Sports Bars, Nightlife, Irish Pub, Restaurants, Bars, Pubs"
NXwEDLZjv8dUqbc5g5dCYg,Abunai Poke,39.9497563,-75.1480623,3.0,20,"Poke, Food, Restaurants, Hawaiian"
hoYHhfn4w0mVjI60eHDHzA,Poke Bowl,39.965637,-75.140681,4.0,194,"Seafood, Poke, Food, Restaurants, Hawaiian"
0dfspevYKsugYiU1UVl94Q,Brewerytown Taproom,39.9775302,-75.1855542,3.0,12,"Brewpubs, Food, Restaurants, American (Traditional), Breweries"
IH_ZeeTh13jQURbh31d1Kw,Bui's,39.9512903,-75.1992768,4.5,104,"Restaurants, Vietnamese, Sandwiches, Local Flavor, Food Stands"
LlT0_n7AU4C-WBP-I5DkeA,Pizza Hut,40.093788,-75.0317830592,1.5,18,"Italian, Chicken Wings, Restaurants, Pizza"
u-8sFq05DQ6PYCR5HiKZ2w,Axis Pizza,39.9553365,-75.1946097,3.0,159,"Pizza, Food, Restaurants, Sandwiches, Burgers, Coffee & Tea, Italian"
DJJtybSWY0BygESsSrabqg,Texas Wieners,39.9243351,-75.1708176,4.0,42,"Breakfast & Brunch, Restaurants, American (Traditional), Burgers, Food, Hot Dogs"
5oARHKPqDvT4x5blRvPjXg,New Tavern Bar,39.9542243,-75.212136,4.0,10,"Venues & Event Spaces, Nightlife, Restaurants, Event Planning & Services, Ethiopian, Bars, American (Traditional), Hookah Bars"
4TRaSx4vcKfhm9Jx-heiqg,Cleopatra Cafe,39.9563712,-75.2061225,2.0,56,"Cafes, Bars, Restaurants, Hookah Bars, Nightlife, Wine Bars"
-CRjqZ4GxZ6lIa_qMj7-yw,Spring Chinese Restaurant,39.9602344,-75.1966365,3.5,58,"Chinese, Restaurants"
s3Q1J4XEVOBiZy9dYUpqpg,Green Eggs Cafe,39.9769736,-75.1241144,3.5,93,"Breakfast & Brunch, Restaurants"
3lBooCffgkW7tVSG5kILBA,Porcini,39.951348,-75.1751139,3.5,317,"Restaurants, Italian"
uIZwBkvWicqyWraXvYOipw,Sbraga,39.9455017733,-75.1653677598,4.0,375,"Restaurants, American (New)"
GneLbZUn_GrzMz-GE6KfRg,Wawa Food Markets,39.9622478,-75.1729739,4.0,15,"Restaurants, Delis"
krTHKI0YOpASr4gz2CVWFw,Cosi,39.9481797,-75.1660502,2.5,56,"Restaurants, Sandwiches, Breakfast & Brunch, Salad"
udsU77Rh2wAN7tEOmIUY7w,Binto,40.0256599048,-75.2235197648,4.0,25,"Restaurants, Grocery, Cafes, Food, Thai, Asian Fusion, Vietnamese"
Oun4NN-u5yiHIxDqtJnxgA,Federal Donuts,39.932223,-75.147463,4.0,530,"Restaurants, Korean, American (Traditional), Breakfast & Brunch, Donuts, Food, Coffee & Tea"
TCROPjxfzCZzrQjqLqstSg,Red Cup Cafe & Hookah Lounge,39.9625769974,-75.1447479799,4.0,53,"Coffee & Tea, Hookah Bars, Nightlife, Bars, Food, Restaurants, Cafes"
