latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.964848,-75.1676,16,-14400,America/New_York,GMT-4
,,,,,
time,temperature_2m_max,temperature_2m_mean,temperature_2m_min,weather_code (wmo code),precipitation_sum (inch)
4/9/2016,40.9,37.4,34.7,75,0.457
4/10/2016,48.6,38.7,29.2,3,0
4/11/2016,64.5,51.1,38.7,51,0.024
4/12/2016,59.3,54.9,45.3,61,0.24
4/13/2016,55.1,45.9,36.2,2,0
4/14/2016,60.4,48,35.7,2,0
4/15/2016,61.5,49.6,36.6,0,0
4/16/2016,63.6,51.3,39.3,3,0
4/17/2016,70.3,54.6,39,2,0
4/18/2016,77.4,61.5,47,3,0
4/19/2016,71,60.4,50.1,3,0
4/20/2016,67.3,56.5,45.6,1,0
4/21/2016,69.3,57.8,44.7,3,0
4/22/2016,77,65.9,58.6,61,0.067
4/23/2016,68.1,62.2,54.6,55,0.169
4/24/2016,65.6,55,44.9,1,0
4/25/2016,73.5,60.1,46.1,3,0
4/26/2016,82.3,67,57.5,61,0.15
4/27/2016,57.3,51.6,48.6,51,0.012
4/28/2016,56.2,48.7,45.3,61,0.248
4/29/2016,51.6,47.9,45.1,53,0.051
4/30/2016,58,51.8,45.6,51,0.004
5/1/2016,52.8,49.8,47.2,61,0.283
5/2/2016,69.4,55.8,47.5,63,0.244
5/3/2016,58.5,55.3,52.7,63,0.937
5/4/2016,54.9,51,48.5,61,0.15
5/5/2016,55.2,50.8,47.8,51,0.031
5/6/2016,53.6,50.2,48.2,63,0.965
5/7/2016,61.2,53.8,48,53,0.051
5/8/2016,66.1,56.2,47.6,53,0.071
5/9/2016,69.6,58.3,46.6,3,0
5/10/2016,58.9,54.9,51.2,3,0
5/11/2016,69,58.7,49.4,51,0.012
5/12/2016,73.9,64.1,53.7,51,0.02
5/13/2016,66.1,61.1,57.7,61,0.366
5/14/2016,73.2,61.8,52.7,53,0.047
5/15/2016,55.3,51.2,46.7,51,0.012
5/16/2016,64.2,51.9,41.4,3,0
5/17/2016,60.1,53.2,49.2,55,0.098
5/18/2016,65.2,56.1,46.6,3,0
5/19/2016,69.9,60.8,53.2,3,0
5/20/2016,73.4,62.2,48.8,3,0
5/21/2016,60.1,56.5,52.8,61,0.354
5/22/2016,64.9,57,51.1,53,0.213
5/23/2016,72.6,60.9,50.3,61,0.213
5/24/2016,79.7,66.3,55.6,53,0.039
5/25/2016,84.7,71.4,55.9,3,0
5/26/2016,86.9,74.7,60.8,3,0
5/27/2016,86.7,77.3,68.2,53,0.02
5/28/2016,87.8,77.6,68.4,51,0.016
5/29/2016,85.2,75.4,64.8,53,0.035
5/30/2016,78.9,73.2,69.2,63,0.551
5/31/2016,85.6,76.2,68.7,51,0.012
6/1/2016,84.1,74.5,65.7,3,0
6/2/2016,80.2,71,62.9,3,0
6/3/2016,71.9,67.3,63.9,61,0.516
6/4/2016,80.5,72.4,65.6,51,0.004
6/5/2016,80.8,71.1,66,63,0.535
6/6/2016,81.7,74,66.7,3,0
6/7/2016,82.9,73.7,66.3,61,0.067
6/8/2016,68.1,62.3,58,63,0.264
6/9/2016,72.8,62.9,53,3,0
6/10/2016,75.6,65.1,55.5,3,0
6/11/2016,88.5,73.2,57.5,51,0.012
6/12/2016,84.8,77.7,67,3,0
6/13/2016,78,68.2,59.1,3,0
6/14/2016,78.4,68.8,60,3,0
6/15/2016,80.1,69.3,58,51,0.004
6/16/2016,74.2,67.6,63.9,63,0.287
6/17/2016,80.6,71.3,64,51,0.004
6/18/2016,82.7,71.2,57.7,3,0
6/19/2016,88.8,76.9,64.2,3,0
6/20/2016,89.6,79,66.4,3,0
6/21/2016,82.6,75.4,70.6,63,0.598
6/22/2016,84.5,75.3,68.4,3,0
6/23/2016,82.3,73.6,66.3,51,0.035
6/24/2016,80.2,73.2,67.4,53,0.035
6/25/2016,83.1,74.2,65.2,3,0
6/26/2016,84.9,74.4,64.7,3,0
6/27/2016,84.8,73.1,62.4,63,0.307
6/28/2016,78.8,73.2,69.8,61,0.299
6/29/2016,82.3,74.4,66.9,53,0.031
6/30/2016,83.4,74.2,64.2,3,0
7/1/2016,84.4,74.9,67.8,61,0.083
7/2/2016,79.5,73,65.9,3,0
7/3/2016,78,70.5,63.4,3,0
7/4/2016,80.2,70.7,63,61,0.213
7/5/2016,87,77.2,68.2,63,0.567
7/6/2016,91,81.4,70.6,3,0
7/7/2016,90.7,82.7,73.3,3,0
7/8/2016,90.7,80.9,73.6,63,0.504
7/9/2016,80,74.5,72.3,61,0.291
7/10/2016,81.9,75.1,69,3,0
7/11/2016,83,73.6,63.1,3,0
7/12/2016,83.8,75.1,65.5,51,0.004
7/13/2016,80.7,75.4,70.3,53,0.083
7/14/2016,91.5,82,73.6,53,0.031
7/15/2016,90.2,83.3,75.7,3,0
7/16/2016,91.7,80.9,73.8,63,0.307
7/17/2016,90.2,81,71.6,3,0
7/18/2016,93.6,82.6,75.3,3,0
7/19/2016,87.8,80.2,73.4,3,0
7/20/2016,84.3,76.9,70.2,3,0
7/21/2016,88.5,78.1,67.7,3,0
7/22/2016,94.1,82.8,72.4,51,0.008
7/23/2016,96.3,86.3,76.4,1,0
7/24/2016,95.7,84.2,71.7,3,0
7/25/2016,94.2,84.1,74.5,63,0.307
7/26/2016,92.4,83.5,73.3,3,0
7/27/2016,91.7,83.4,75.7,3,0
7/28/2016,92,82.7,75.8,61,0.11
7/29/2016,85.8,78.3,70.7,63,0.776
7/30/2016,84.8,79,73.9,51,0.039
7/31/2016,85.5,77.6,73.4,61,0.354
8/1/2016,82.5,75.7,72.2,63,0.472
8/2/2016,79.1,73.9,70.8,53,0.047
8/3/2016,81.1,73.2,65.1,3,0
8/4/2016,82.3,73.2,63.4,3,0
8/5/2016,82,74.5,65.9,51,0.016
8/6/2016,88.7,79.2,72.8,51,0.031
8/7/2016,86.7,78.5,68.9,1,0
8/8/2016,83.4,76.7,69,3,0
8/9/2016,85.1,77.5,69.5,51,0.004
8/10/2016,87.6,81.1,75.1,51,0.016
8/11/2016,89.8,81.8,75.6,63,0.26
8/12/2016,93.5,84.3,78.1,63,0.13
8/13/2016,93.2,85.4,79.7,53,0.067
8/14/2016,94.2,86.1,79.9,3,0
8/15/2016,91.5,82.5,74.7,55,0.047
8/16/2016,87,80.1,75.1,63,0.528
8/17/2016,87.9,82.3,76.7,3,0
8/18/2016,85.7,79.1,72.8,63,0.291
8/19/2016,87.3,79.7,72.6,2,0
8/20/2016,87,78.4,70,3,0
8/21/2016,82.7,76.4,71.3,61,0.22
8/22/2016,80.1,72.7,66.5,1,0
8/23/2016,81.6,71.3,60,0,0
8/24/2016,84.4,74.2,63.6,3,0
8/25/2016,86.1,76.2,67.3,51,0.02
8/26/2016,91.6,82.3,74.7,1,0
8/27/2016,90,80.2,70.8,3,0
8/28/2016,87.9,78.7,69.4,2,0
8/29/2016,91.5,80.6,70.9,3,0
8/30/2016,87,78.2,69.4,3,0
8/31/2016,89.7,79.2,69.9,3,0
9/1/2016,79.6,74.1,71.1,63,0.744
9/2/2016,79.8,72.1,64.5,3,0
9/3/2016,75.9,69.7,66.3,3,0
9/4/2016,79.6,70.4,63.2,3,0
9/5/2016,85.8,71.9,61.5,3,0
9/6/2016,85,76.9,69.9,3,0
9/7/2016,87.2,78.1,71.7,3,0
9/8/2016,92.2,80.1,70.4,51,0.012
9/9/2016,92.4,83.9,77.5,3,0
9/10/2016,92.8,82.7,75.8,53,0.028
9/11/2016,83.5,79.1,72.2,3,0
9/12/2016,80.5,71.6,61.4,2,0
9/13/2016,83.2,72.7,62.9,3,0
9/14/2016,91.1,78.6,67.7,2,0
9/15/2016,77.4,70.3,62.9,51,0.012
9/16/2016,76.7,67.1,57.7,1,0
9/17/2016,81.6,69.7,58.3,3,0
9/18/2016,84.5,76.1,68.9,53,0.024
9/19/2016,74.4,71.2,69.3,63,0.937
9/20/2016,80.6,73.4,68.6,3,0
9/21/2016,83.3,74.3,66.8,3,0
9/22/2016,84,72.2,61.3,2,0
9/23/2016,87,73.3,60.3,3,0
9/24/2016,71.3,66.3,61.3,51,0.02
9/25/2016,71.6,62.5,53.5,3,0
9/26/2016,72.1,63.4,53,3,0
9/27/2016,74.1,67.1,62.1,55,0.217
9/28/2016,74.8,64.1,56.2,61,0.083
9/29/2016,67.6,62.4,59.2,65,1.374
9/30/2016,61.8,60.1,57.5,63,0.606
10/1/2016,65.1,61.6,58.2,55,0.22
10/2/2016,69.6,64,60.9,51,0.047
10/3/2016,72,65.4,60,51,0.02
10/4/2016,68.7,62.7,56.9,51,0.004
10/5/2016,68.2,61.1,55.1,2,0
10/6/2016,72.6,62.6,55,3,0
10/7/2016,72.7,61.6,52.2,3,0
10/8/2016,67,62.5,57.6,55,0.236
10/9/2016,63.1,58.5,53.6,63,0.598
10/10/2016,62.7,53.8,47.4,0,0
10/11/2016,63.7,53.1,43.3,3,0
10/12/2016,67.1,57,48.2,3,0
10/13/2016,69.9,59.4,51.3,3,0
10/14/2016,63.3,55.7,47.1,3,0
10/15/2016,65.3,55.2,44.1,3,0
10/16/2016,71,59.3,49.2,3,0
10/17/2016,80.2,67.7,58,51,0.016
10/18/2016,81.4,70.3,62.1,0,0
10/19/2016,83.6,73.6,67.5,2,0
10/20/2016,78,69.4,63.1,3,0
10/21/2016,76.4,69,58.9,61,0.134
10/22/2016,55.4,50.7,47.8,61,0.472
10/23/2016,62.6,53.7,46.8,3,0
10/24/2016,62.9,57.4,51,2,0
10/25/2016,53.8,49,43.2,3,0
10/26/2016,51.7,44.5,36.6,3,0
10/27/2016,57.9,49.7,43.3,61,0.39
10/28/2016,57.4,49.5,42.6,51,0.004
10/29/2016,66.2,52.7,38.6,3,0
10/30/2016,78.6,66.8,55.9,63,0.177
10/31/2016,55.3,51.2,47.2,3,0
11/1/2016,58.2,49.3,39.3,3,0
11/2/2016,71.1,58.3,48.9,3,0
11/3/2016,73.8,62.8,56.4,51,0.02
11/4/2016,60.1,54.1,46.7,2,0
11/5/2016,62.8,50.7,40.8,0,0
11/6/2016,60.6,53.1,46.9,3,0
11/7/2016,54.9,46.3,38.2,1,0
11/8/2016,66.9,50.7,37.3,3,0
11/9/2016,55.1,50.7,46.1,53,0.22
11/10/2016,56.7,48.2,40.9,3,0
11/11/2016,61.7,51.6,41.9,2,0
11/12/2016,50.1,41.9,35.6,3,0
11/13/2016,59.1,45.2,35.9,2,0
11/14/2016,60.9,47.3,37.2,3,0
11/15/2016,58.9,50.4,44.2,51,0.004
11/16/2016,61.1,48.8,38,51,0.024
11/17/2016,60.1,50.3,44.2,0,0
11/18/2016,67.7,51.2,40.4,0,0
11/19/2016,68,52.4,38.3,55,0.091
11/20/2016,43.5,39.1,36.1,53,0.059
11/21/2016,42,37.9,35.2,3,0
11/22/2016,45.2,38.9,35.1,3,0
11/23/2016,48.2,38,29,3,0
11/24/2016,53.5,44.2,36.6,51,0.024
11/25/2016,55,47.1,42.6,51,0.067
11/26/2016,49.7,45,39.6,53,0.043
11/27/2016,48.5,42,38.1,3,0
11/28/2016,51.9,41.9,33.5,3,0
11/29/2016,59.1,53.8,43.5,63,0.693
11/30/2016,61.8,57.5,53.9,61,0.539
12/1/2016,63.8,52.4,43.1,61,0.126
12/2/2016,49.8,42.9,38.6,3,0
12/3/2016,48.8,43.1,38.6,3,0
12/4/2016,46.3,41.4,36.8,3,0
12/5/2016,49.6,42.8,37.6,73,0.24
12/6/2016,45.3,40.3,35.5,63,0.472
12/7/2016,46.5,42.4,35.8,53,0.079
12/8/2016,45.1,37.4,32.5,3,0
12/9/2016,38.6,33.2,29.9,3,0
12/10/2016,36,31.1,27.3,3,0
12/11/2016,33.9,30.1,26.4,71,0
12/12/2016,48.8,41.2,32.3,61,0.358
12/13/2016,43.3,36.7,30.8,3,0
12/14/2016,41.2,35.3,30.2,51,0.004
12/15/2016,32.1,25.4,19.7,71,0
12/16/2016,27,21.4,15.7,3,0
12/17/2016,40.7,32.3,25.5,75,0.575
12/18/2016,58,47.2,32.3,55,0.118
12/19/2016,31.7,29.1,26.3,3,0
12/20/2016,34,27,22.4,3,0
12/21/2016,43.7,32.1,25.8,3,0
12/22/2016,49.3,37.8,28.3,3,0
12/23/2016,45.7,37.3,32.6,3,0
12/24/2016,45.8,40.5,35.8,61,0.386
12/25/2016,48.3,38.7,31.1,2,0
12/26/2016,47.5,40.3,32.8,3,0
12/27/2016,60.7,53.1,43.7,51,0.016
12/28/2016,44.1,39.4,32.3,3,0
12/29/2016,44.3,36.1,29.6,73,0.252
12/30/2016,39.6,34.8,31.8,2,0
12/31/2016,43.6,35.9,27.7,3,0
1/1/2017,48.5,41.8,34.4,3,0
1/2/2017,42.7,38.8,32.7,53,0.256
1/3/2017,43.1,41.8,39.4,63,0.394
1/4/2017,51.4,44.2,35,51,0.004
1/5/2017,34.6,30.1,24.8,73,0.043
1/6/2017,33,29.5,24.3,73,0.087
1/7/2017,24.7,23,18.1,73,0.157
1/8/2017,23.4,17.4,13,3,0
1/9/2017,22.7,14.4,5.2,3,0
1/10/2017,37.8,27.1,9.3,51,0.008
1/11/2017,50.9,43.5,36.9,63,0.283
1/12/2017,62.5,55.2,45.2,55,0.142
1/13/2017,58.4,46.9,35.7,53,0.035
1/14/2017,36,33.3,29.8,73,0.079
1/15/2017,41.7,33.6,27.9,51,0.004
1/16/2017,43.2,32.5,23.1,53,0.02
1/17/2017,44.5,39.9,35.4,63,0.303
1/18/2017,47.7,42.7,39.2,51,0.016
1/19/2017,51.1,43.1,37.8,3,0
1/20/2017,43.8,38.2,30.6,55,0.138
1/21/2017,49,44.7,41.5,3,0
1/22/2017,52.7,47.2,44.1,51,0.024
1/23/2017,46.9,40.5,36.5,61,0.429
1/24/2017,42.3,38.7,36,61,0.449
1/25/2017,52.5,43.8,37,3,0
1/26/2017,51.7,45.2,41.3,61,0.114
1/27/2017,42.5,39.1,34.2,3,0
1/28/2017,41.1,35.4,28.9,3,0
1/29/2017,42.4,35.7,29.8,3,0
1/30/2017,37.7,32.5,28,51,0.004
1/31/2017,42.3,31.6,23.9,73,0.047
2/1/2017,50,41.2,29.9,3,0
2/2/2017,45.4,37,28.4,3,0
2/3/2017,34.9,29.7,23.5,3,0
2/4/2017,35.2,27.1,20.6,3,0
2/5/2017,45.3,35.5,27.1,3,0
2/6/2017,51.8,40.4,31.9,3,0
2/7/2017,60,47.7,39.3,55,0.083
2/8/2017,61.4,55.7,47.8,3,0
2/9/2017,45,31,19.7,75,0.622
2/10/2017,31.1,24.6,17.1,71,0.004
2/11/2017,55.7,40.8,29.9,3,0
2/12/2017,42,39,35.8,55,0.15
2/13/2017,40.7,36,30.9,51,0.008
2/14/2017,44.3,33.5,23.3,3,0
2/15/2017,50.5,38.2,30.4,51,0.008
2/16/2017,38,32.7,26.9,3,0
2/17/2017,44.3,32.6,24.8,3,0
2/18/2017,62,43.7,28,3,0
2/19/2017,67,56.6,50.1,3,0
2/20/2017,55.5,47.8,40.4,1,0
2/21/2017,51.9,41.1,30.1,3,0
2/22/2017,58.2,45.7,38.9,55,0.122
2/23/2017,69.6,54.4,40.7,3,0
2/24/2017,71.7,60.4,50.9,3,0
2/25/2017,71.3,60.2,47.3,63,0.382
2/26/2017,44.9,39.2,33.5,3,0
2/27/2017,54.4,42.1,30.8,3,0
2/28/2017,65.3,52.7,42.1,55,0.138
3/1/2017,74.1,61.2,53.8,55,0.138
3/2/2017,59.8,47.6,37.9,51,0.004
3/3/2017,39.3,34.1,29,51,0.004
3/4/2017,36,27.5,21.3,3,0
3/5/2017,38.4,25.1,16,0,0
3/6/2017,49.5,35.3,22.2,3,0
3/7/2017,63,50.2,39.4,53,0.134
3/8/2017,61.9,55,48,51,0.028
3/9/2017,61.7,54.5,47.7,2,0
3/10/2017,47.1,38.8,28.8,75,0.272
3/11/2017,30.4,24.9,18,3,0
3/12/2017,32.9,26.6,20.1,3,0
3/13/2017,39.5,28.6,19.4,71,0.016
3/14/2017,33.5,30.3,22.6,75,2.075
3/15/2017,29.3,23.1,16.4,71,0.035
3/16/2017,34.4,27,17.9,3,0
3/17/2017,41.5,30.4,19.5,3,0
3/18/2017,40.8,35.5,25.5,71,0.087
3/19/2017,48.8,39.2,31.8,51,0.004
3/20/2017,52.2,39.8,27.2,3,0
3/21/2017,56.8,46.2,40.5,3,0
3/22/2017,48.4,36.5,26.5,3,0
3/23/2017,44.8,32.1,20.8,0,0
3/24/2017,55.8,42.4,28.4,3,0
3/25/2017,75.8,57,47,55,0.126
3/26/2017,46.5,43.8,41.5,3,0
3/27/2017,60.6,49.6,41.8,61,0.189
3/28/2017,57,50.6,47.6,55,0.303
3/29/2017,60,50.8,42.4,3,0
3/30/2017,54.1,44,34,53,0.043
3/31/2017,55,44.6,38.3,63,1.169
4/1/2017,53.5,45.4,38.6,51,0.008
4/2/2017,61.5,49.3,37,3,0
4/3/2017,66.8,53.3,39.1,53,0.024
4/4/2017,71.9,62.2,51.4,63,0.618
4/5/2017,66.7,58.2,48.1,3,0
4/6/2017,61.5,50.4,44.5,63,0.673
4/7/2017,50.2,45.6,40,51,0.047
4/8/2017,58.1,46.3,36.6,3,0
4/9/2017,66.1,50.4,33.5,3,0
4/10/2017,76.1,59.9,43.7,3,0
4/11/2017,79.2,66.3,55,3,0
4/12/2017,73.5,64.2,54.8,51,0.004
4/13/2017,65,56,46.1,3,0
4/14/2017,64.8,54.4,45,3,0
4/15/2017,67.4,57,45.2,3,0
4/16/2017,82.5,70.1,57.4,3,0
4/17/2017,69.8,65.6,57.7,61,0.193
4/18/2017,67.3,56.6,48.4,3,0
4/19/2017,62.6,53.1,44.6,3,0
4/20/2017,70.1,60.3,53,61,0.071
4/21/2017,66.5,56.8,50.8,63,0.559
4/22/2017,55.8,53.6,50.7,55,0.26
4/23/2017,64,53.3,43.7,3,0
4/24/2017,55.3,51.8,47.8,51,0.004
4/25/2017,54.3,53,51.3,63,0.76
4/26/2017,62.7,57.7,53.2,53,0.063
4/27/2017,78.8,65.3,55.8,51,0.02
4/28/2017,81.9,71.7,62.9,3,0
4/29/2017,86.4,73.6,63.2,3,0
4/30/2017,69.5,64.4,54.3,3,0
5/1/2017,80.2,67.7,55.2,51,0.016
5/2/2017,73.3,69.3,62.8,61,0.091
5/3/2017,62.8,58.7,52.2,3,0
5/4/2017,63.5,54.3,44.2,3,0
5/5/2017,66.7,59.4,52.2,65,1.354
5/6/2017,63.2,60.1,52.2,53,0.079
5/7/2017,55.8,51.2,46.2,51,0.024
5/8/2017,57.5,50,41.2,51,0.028
5/9/2017,61.3,52,40.9,3,0
5/10/2017,66.2,54.7,42,3,0
5/11/2017,61.8,53.3,46.1,51,0.004
5/12/2017,58.5,53.7,48.7,3,0
5/13/2017,51.3,50.1,49.2,63,1.717
5/14/2017,68.1,57.3,44,51,0.008
5/15/2017,67.5,59.1,50,3,0
5/16/2017,76.6,63.6,47.1,3,0
5/17/2017,87.3,71.7,55.2,3,0
5/18/2017,87.8,78.5,69.4,3,0
5/19/2017,87.5,78,68.4,51,0.012
5/20/2017,72.1,61.5,56.8,53,0.059
5/21/2017,68.4,59.5,50.8,53,0.039
5/22/2017,65.5,59.5,56.2,63,0.791
5/23/2017,68.6,63,58.5,3,0
5/24/2017,67.7,61.5,57.5,51,0.024
5/25/2017,71,59.5,54.3,63,1.331
5/26/2017,74,65.6,57,53,0.051
5/27/2017,72.9,65,56.2,53,0.035
5/28/2017,75.6,66,58.4,53,0.126
5/29/2017,65.5,60.6,57.1,53,0.177
5/30/2017,66.3,60.7,55.8,53,0.087
5/31/2017,75.2,66.8,59.8,51,0.012
6/1/2017,77.4,68.9,57.8,1,0
6/2/2017,76,66,53.7,53,0.059
6/3/2017,74.1,62.6,51.9,51,0.008
6/4/2017,80.9,66.7,51.8,3,0
6/5/2017,72.1,68.4,64.5,61,0.244
6/6/2017,65.8,61.7,57.2,61,0.244
6/7/2017,64.3,58.7,51.5,51,0.008
6/8/2017,71.3,61.6,52,3,0
6/9/2017,77.4,65.5,49.9,3,0
6/10/2017,84.8,73.2,58.9,3,0
6/11/2017,90.6,78.9,65.9,2,0
6/12/2017,92.8,81.2,67.1,1,0
6/13/2017,93.8,83.1,71.6,3,0
6/14/2017,82.3,76.6,69.6,61,0.098
6/15/2017,82.5,73,66.2,3,0
6/16/2017,79.3,70.7,63.7,51,0.016
6/17/2017,79.7,72.9,68.7,63,0.681
6/18/2017,86.8,78.3,72.9,63,0.398
6/19/2017,83.5,77.5,71.2,65,1.142
6/20/2017,84.2,76.5,71.3,51,0.008
6/21/2017,83.4,74.8,68,51,0.016
6/22/2017,86.1,76.3,65.8,3,0
6/23/2017,85.3,77.9,73.9,63,0.24
6/24/2017,85.6,78.8,69.6,63,0.354
6/25/2017,81.4,74.2,65,2,0
6/26/2017,78.3,71.2,61.7,3,0
6/27/2017,76.3,68.9,63.4,61,0.146
6/28/2017,79.9,69.1,57.8,3,0
6/29/2017,85.1,74.4,62.3,51,0.008
6/30/2017,89.1,80.1,72.1,3,0
7/1/2017,86.5,78.6,72.5,53,0.079
7/2/2017,87.5,79.2,69.7,3,0
7/3/2017,90.4,80.3,67.8,53,0.035
7/4/2017,86.3,77.5,70.2,61,0.173
7/5/2017,86.5,77.3,69.9,3,0
7/6/2017,76,71.3,68.1,61,0.425
7/7/2017,85.1,74.6,67.7,63,1.146
7/8/2017,85.7,76.4,68,3,0
7/9/2017,83.2,73.8,64.2,1,0
7/10/2017,86.1,74.9,64.1,53,0.106
7/11/2017,89,79.9,72.8,55,0.075
7/12/2017,91.1,82,74.6,61,0.087
7/13/2017,94.7,83.3,76.1,53,0.043
7/14/2017,84.7,76.3,73.3,63,0.72
7/15/2017,87.9,78,72.6,51,0.031
7/16/2017,87.3,77.1,66.4,3,0
7/17/2017,86.8,77.6,69.8,53,0.043
7/18/2017,90.1,79.4,71,51,0.016
7/19/2017,91.2,81.9,73.8,63,0.106
7/20/2017,95.5,84.5,73.9,3,0
7/21/2017,93.7,84.9,77,3,0
7/22/2017,94.7,84.5,74.5,61,0.118
7/23/2017,86.5,78.5,72.5,61,0.217
7/24/2017,86.2,76.7,69.7,63,0.602
7/25/2017,78.1,71.9,67,65,0.705
7/26/2017,78.3,71.2,66.7,51,0.035
7/27/2017,81.4,73.6,66.2,53,0.106
7/28/2017,85.9,76.4,69.9,53,0.063
7/29/2017,73.4,69,64.3,63,0.709
7/30/2017,81.8,71.3,60.6,0,0
7/31/2017,86,74.5,61,3,0
8/1/2017,88.6,77.5,65.9,51,0.012
8/2/2017,83.8,75.6,70.9,61,0.181
8/3/2017,86.4,76,68.4,63,0.201
8/4/2017,87.5,77.5,69.1,63,0.244
8/5/2017,80,73.7,67.5,63,0.39
8/6/2017,79.5,70.5,61.9,3,0
8/7/2017,68.7,67.5,65.7,63,1.878
8/8/2017,78.2,70.6,65.8,51,0.004
8/9/2017,83,72.6,62.4,3,0
8/10/2017,84.4,73,61.9,3,0
8/11/2017,82.6,73.4,65.4,53,0.043
8/12/2017,80.3,73.1,69.3,63,0.398
8/13/2017,84.4,74.7,66.5,3,0
8/14/2017,82.1,72.8,63.5,53,0.055
8/15/2017,76.2,72.5,70.2,65,1.051
8/16/2017,85.6,75.8,68.1,3,0
8/17/2017,85,75.9,66,51,0.039
8/18/2017,84.7,77,73.5,63,0.886
8/19/2017,87.9,79,72,3,0
8/20/2017,85.4,75.6,67.6,0,0
8/21/2017,85.9,75.5,64,55,0.047
8/22/2017,89.8,80.3,73.1,53,0.059
8/23/2017,84.5,77.2,68.6,53,0.11
8/24/2017,82.4,71.7,63.9,3,0
8/25/2017,78.6,70.8,64.3,3,0
8/26/2017,77.9,69.8,60,3,0
8/27/2017,79,68.7,60.5,3,0
8/28/2017,77.2,68,60.2,3,0
8/29/2017,66.8,65.1,62.4,61,0.72
8/30/2017,76.4,68,60.1,51,0.008
8/31/2017,82.9,72.4,63.5,51,0.004
9/1/2017,71.6,64.1,56.5,3,0
9/2/2017,66.2,61.3,56.1,63,0.295
9/3/2017,72.5,66.5,62.5,61,0.177
9/4/2017,80.6,69.7,59.2,2,0
9/5/2017,85.8,75.3,68.7,51,0.008
9/6/2017,69.3,65.7,62.3,63,0.811
9/7/2017,72,64.9,58.9,51,0.02
9/8/2017,72,63.4,56,2,0
9/9/2017,69.9,61.3,53.2,3,0
9/10/2017,73.6,62.9,53.8,3,0
9/11/2017,75.9,64,51.9,3,0
9/12/2017,79.5,67,54.7,3,0
9/13/2017,79.2,68.9,60.8,61,0.15
9/14/2017,77.2,71.2,64.9,53,0.083
9/15/2017,82,72.5,62.6,51,0.008
9/16/2017,83.3,74,65.4,51,0.02
9/17/2017,81.3,73.1,68.4,51,0.004
9/18/2017,76.9,71.4,67.1,51,0.024
9/19/2017,81.7,74,68.6,55,0.122
9/20/2017,86.5,75.9,68.5,3,0
9/21/2017,87.2,77,69.7,3,0
9/22/2017,86.4,75.3,67.2,3,0
9/23/2017,89.2,76.4,67.6,2,0
9/24/2017,91.1,78.3,68.4,1,0
9/25/2017,91.1,78.3,68.2,3,0
9/26/2017,87.6,75.5,68.3,3,0
9/27/2017,86.4,77,70.8,51,0.004
9/28/2017,79.1,72.4,61.8,0,0
9/29/2017,73.2,63.4,55,2,0
9/30/2017,65.7,60.8,54.5,51,0.008
10/1/2017,68.9,58.2,49,0,0
10/2/2017,74.2,61.1,50,0,0
10/3/2017,73.8,61.7,51,3,0
10/4/2017,75.5,63,51.7,3,0
10/5/2017,82.1,70,59.9,51,0.031
10/6/2017,80.4,71.9,62.8,51,0.016
10/7/2017,83.1,73.8,64.5,3,0
10/8/2017,76.2,74.1,72,61,0.244
10/9/2017,77.3,74.1,71.7,63,1.039
10/10/2017,84.3,73.6,64.2,3,0
10/11/2017,74.7,68.7,64.7,53,0.067
10/12/2017,65.6,61.6,59.1,63,0.5
10/13/2017,63.6,60.7,56.6,3,0
10/14/2017,72.8,65.7,61.6,51,0.031
10/15/2017,73.8,67.9,61,3,0
10/16/2017,71,59.7,49.6,53,0.122
10/17/2017,60.3,50.4,42.7,0,0
10/18/2017,70.8,56.4,44.9,1,0
10/19/2017,69.5,58.1,48.6,3,0
10/20/2017,72.6,61.5,53.6,1,0
10/21/2017,75.7,60.1,48.3,3,0
10/22/2017,74.2,60.9,52.2,3,0
10/23/2017,74.8,65.2,55,53,0.059
10/24/2017,71.1,68,58.2,65,1.047
10/25/2017,64.4,58.3,53.1,3,0
10/26/2017,58.5,52,46.2,51,0.012
10/27/2017,63.5,51.8,40.8,2,0
10/28/2017,69.3,58.6,48.6,3,0
10/29/2017,65.9,62.2,60.2,65,2.626
10/30/2017,59,51.7,44.9,61,0.295
10/31/2017,57.4,50.1,42.3,1,0
11/1/2017,62.8,50.5,39.2,3,0
11/2/2017,71.4,61,50.5,51,0.004
11/3/2017,74.8,63.1,53.4,3,0
11/4/2017,58.6,51,45,53,0.039
11/5/2017,65.5,57.5,50.1,61,0.209
11/6/2017,67.7,61.7,49.4,51,0.02
11/7/2017,49,44.2,40.4,63,0.583
11/8/2017,50.3,43.8,38.2,53,0.043
11/9/2017,55.2,49.1,43.4,3,0
11/10/2017,51.6,38.6,26,51,0.004
11/11/2017,38.8,29.9,23.1,3,0
11/12/2017,45.1,37.2,30.1,3,0
11/13/2017,43.7,40.6,35.9,55,0.201
11/14/2017,49.2,41.7,34.8,3,0
11/15/2017,50.5,43.5,37,3,0
